elbow_angle_left,elbow_angle_right,shoulder_angle_left,shoulder_angle_right,head_pitch,head_yaw,mouth_open_ratio,wrist_face_distance,shoulder_distance,phone_detected,label,behavior
95.2028,101.8857,19.9821,11.4605,19.9275,-8.0425,0.0183,0.4293,0.2982,0,2,Looking Down
101.4575,94.0066,25.3527,34.9525,23.9656,-13.321,0,0.388,0.3035,0,2,Looking Down
86.824,97.7183,26.6988,16.7605,6.9305,-20.6311,0.2811,0.583,0.393,0,3,Talking
75.4481,69.0366,27.9012,25.0381,-2.7444,-21.2763,0.0354,0.529,0.3889,0,1,Distracted
69.4648,101.827,14.4286,12.4338,4.1124,-23.0552,0.1657,0.5547,0.376,0,3,Talking
72.9762,87.0299,12.3385,15.4289,5.5879,1.8483,0.0383,0.6715,0.3363,0,0,Attentive
102.9529,77.572,27.2212,12.2608,8.7436,15,0.0154,0.5369,0.2929,0,1,Distracted
72.1474,98.9967,16.9073,3.5387,9.1382,-3.0178,0.0579,0.6735,0.3406,0,0,Attentive
77.4625,76.1806,14.2032,18.0308,3.9835,-12.0587,0.1896,0.5294,0.341,0,3,Talking
92.4515,98.5881,20.1202,5,18.231,2.6902,0.0179,0.4845,0.3687,0,2,Looking Down
87.6585,79.0121,17.7558,10.5784,12.0758,0.4051,0.1118,0.7904,0.34,0,0,Attentive
78.9569,80.1079,2.9667,5.3838,-3.1101,-5.8552,0.0816,0.574,0.4553,0,0,Attentive
84.5238,59.0699,4.8781,8.7372,-2.4867,9.7945,0.0071,0.6148,0.3552,0,0,Attentive
96.3244,96.6931,24.515,7.8602,3.9634,22.5105,0.2465,0.5508,0.2543,0,3,Talking
100.86,97.0915,27.6977,12.1141,23.8098,-8.0649,0.0425,0.313,0.3026,0,2,Looking Down
87.8913,74.6549,12.862,12.253,-6.2189,-6.9707,0.0415,0.6259,0.3016,0,0,Attentive
97.0041,102.4905,9.2257,34.7829,39.5242,-1.6055,0.0279,0.4824,0.4093,0,2,Looking Down
78.5637,63.5945,14.8511,25.0595,-5.4973,20.2346,0.0583,0.4901,0.4298,0,1,Distracted
78.6303,82.1407,2,9.9256,-0.3621,-16.5971,0.2279,0.649,0.3494,0,3,Talking
77.4647,91.4583,24.9375,18.0212,9.6116,15,0.0674,0.6453,0.4254,0,1,Distracted
86.116,91.8151,29.2188,16.123,31.1473,-8.6052,0.0501,0.3634,0.3719,0,2,Looking Down
90.7614,49.8431,27.2079,41.6982,23.0298,0.1173,0.0314,0.2324,0.3932,1,4,Using Phone
85.878,41.9813,5,22.2722,9.9102,29.5055,0.0667,0.7162,0.313,0,1,Distracted
104.6406,95.9923,12.9708,19.7799,-3.2905,22.5585,0.0585,0.666,0.3945,0,1,Distracted
73.2414,78.3553,11.7119,12.896,0.3181,-19.7545,0.2221,0.5622,0.263,0,3,Talking
76.5938,69.1805,16.5909,5,18.3708,15,0.0802,0.5913,0.4029,0,1,Distracted
103.0075,109.7029,17.8852,13.8064,25.179,0.0143,0.0082,0.36,0.3094,0,2,Looking Down
80.434,78.3412,12.3571,7.2389,8.7976,1.2175,0.0045,0.7738,0.4218,0,0,Attentive
70.9212,78.1709,26.5013,18.9949,15.8089,40.5129,0.1265,0.6305,0.3694,0,1,Distracted
88.3277,64.2145,26.8932,17.8733,10,4.0903,0.0338,0.1987,0.3016,1,4,Using Phone
89.7602,80.5406,7.935,5.3665,4.8114,-5.0906,0.0672,0.5071,0.3356,0,0,Attentive
73.3316,65.875,9.2666,25.0674,5.0057,22.7888,0.2643,0.5727,0.4055,0,3,Talking
67.3881,66.226,26.8534,18.9782,33.8089,-1.8098,0.0633,0.2585,0.3096,1,4,Using Phone
89.6872,94.3569,31.9884,17.8262,18,-0.5064,0.0376,0.4959,0.3306,0,2,Looking Down
81.4123,75.5506,28.0165,31.2514,18.5985,6.9681,0.0743,0.1393,0.2543,1,4,Using Phone
93.647,67.9469,22.8987,14.1713,-6.0527,-15,0,0.5482,0.325,0,1,Distracted
54.9016,73.9925,20.2366,26.1109,30.4265,27.0408,0.0725,0.2377,0.3264,1,4,Using Phone
100.9653,109.8793,13.0336,9.084,8.207,5.3259,0.0404,0.7936,0.3592,0,0,Attentive
90.3462,45.434,36.6433,24.6385,30.0206,12.9107,0.0604,0.2533,0.3724,1,4,Using Phone
77.6212,103.303,6.699,20.8246,7.9236,-10.2067,0.339,0.6385,0.3762,0,3,Talking
98.8582,95.3382,18.272,22.6717,28.6306,-0.5289,0,0.4313,0.3264,0,2,Looking Down
75.4257,92.1496,14.4648,19.1481,2.5419,4.2739,0.1184,0.6006,0.2886,0,0,Attentive
92.7232,94.889,10.4433,10.9866,1.2941,-1.8964,0.0685,0.7463,0.3444,0,0,Attentive
93.9562,97.9315,25.7179,30.2229,34.5639,0.8138,0.0849,0.375,0.3712,0,2,Looking Down
69.702,84.4509,3.1584,19.9364,10.4682,0.6345,0.0879,0.5823,0.3717,0,0,Attentive
89.324,101.2939,8.441,5.6942,-4.7487,-8.6347,0.2557,0.5075,0.3381,0,3,Talking
79.2654,70.0677,9.5866,9.3913,14.0807,3.7849,0.0193,0.7983,0.3988,0,0,Attentive
66.054,82.4176,16.3242,24.9574,28.6878,17.9601,0.0638,0.1964,0.3759,1,4,Using Phone
83.1723,52.0755,9.181,11.5634,11.3092,-21.173,0.17,0.7053,0.3507,0,3,Talking
70.1178,83.7197,33.2911,31.8107,19.4622,20.8087,0.0774,0.2327,0.3496,1,4,Using Phone
86.0046,83.6154,10.0779,4.5186,-3.6403,9.567,0.0246,0.5707,0.2639,0,0,Attentive
79.7949,81.103,7.038,5.68,5.2911,-4.9857,0.0581,0.646,0.3404,0,0,Attentive
79.9922,64.0055,26.7686,25.4026,-7.3595,-18.5283,0.0755,0.6838,0.306,0,1,Distracted
81.777,103.8517,11.8031,8.4865,1.2299,-15,0.09,0.3935,0.3414,0,1,Distracted
97.1859,119.0698,24.009,16.107,29.9184,0.5071,0.0181,0.327,0.3581,0,2,Looking Down
100.9785,93.8178,24.4056,38.4788,9.4698,23.1223,0.0737,0.7243,0.301,0,1,Distracted
101.4892,74.9968,22.2687,29.741,7.5849,-24.3228,0.2302,0.578,0.3804,0,3,Talking
106.7782,67.102,13.8114,15.8865,12.0094,-16.4868,0.0858,0.5618,0.2412,0,1,Distracted
105.101,51.4327,26.6521,22.3003,13.7344,-24.1574,0,0.5848,0.393,0,1,Distracted
93.8354,74.7239,15.7116,11.1901,-3.4665,-11.5651,0.2335,0.5175,0.32,0,3,Talking
100.9466,61.035,18.3442,27.4949,-10,50.4596,0.0487,0.3975,0.3479,0,1,Distracted
76.1713,86.4392,16.96,14.5916,-4.423,-5.9378,0.0782,0.5714,0.341,0,0,Attentive
84.227,81.6723,5.2713,13.0412,-2.9028,4.6562,0.0199,0.5898,0.2913,0,0,Attentive
100.0326,85.0792,21.0736,14.0446,6.9964,-15,0.0499,0.7029,0.3798,0,1,Distracted
80.9942,77.0948,18.5867,29.7502,12.7374,30.9277,0.0455,0.6742,0.3354,0,1,Distracted
70.4959,76.6596,35.7484,20.0103,19.4527,10.1283,0.077,0.2749,0.3308,1,4,Using Phone
105.7608,116.5983,30.1306,25.6795,35.1083,13.581,0.05,0.4517,0.3172,0,2,Looking Down
106.7035,61.6762,18.2286,11.392,13.5383,-30.3712,0.222,0.7429,0.4213,0,3,Talking
96.0908,71.4761,10.8519,28.3828,-9.9875,-32.7507,0.016,0.7252,0.3481,0,1,Distracted
83.5955,90.3492,10.4903,16.4794,0.687,4.47,0.0442,0.6449,0.3537,0,0,Attentive
116.69,103.8257,19.8326,35.169,19.1133,-8.8756,0.0914,0.4037,0.3203,0,2,Looking Down
48.2048,49.5985,30.8854,20.4385,25.4941,10.9139,0.045,0.2142,0.3054,1,4,Using Phone
62.8752,55.6544,29.9969,22.8111,23.37,7.7483,0.0498,0.193,0.3013,1,4,Using Phone
64.0344,61.2704,34.7404,21.7596,15.6122,12.5582,0.0471,0.2377,0.4156,1,4,Using Phone
82.5364,63.2699,11.9224,7.8315,8.7723,15,0.0109,0.3924,0.3357,0,1,Distracted
99.5331,67.923,10.9289,9.0113,-7.8764,9.7397,0.3665,0.6688,0.4267,0,3,Talking
71.9803,53.9727,19.7169,34.7792,22.4974,-5.0357,0,0.2297,0.3745,1,4,Using Phone
100.2838,72.8753,27.331,26.2478,-10,-18.6464,0.0375,0.6479,0.2088,0,1,Distracted
79.9748,74.0839,9.5325,5,6.6037,-32.3069,0.0705,0.405,0.3225,0,1,Distracted
80.182,44.2573,20.9883,33.6435,0.2719,30.2807,0,0.6457,0.3203,0,1,Distracted
98.8153,109.9171,18.1972,33.3333,24.5733,-4.9131,0.0857,0.3644,0.394,0,2,Looking Down
71.3403,56.8249,27.0856,23.6863,10,1.438,0.0738,0.3366,0.3547,1,4,Using Phone
95.1539,64.2556,15.7707,24.251,29.2629,10.1393,0.0646,0.1677,0.3995,1,4,Using Phone
77.0588,78.6631,19.7864,23.9268,15.0192,5.6128,0.058,0.1899,0.3302,1,4,Using Phone
96.6733,90.2633,13.7284,13.2682,10.0032,-14.0752,0.2546,0.5921,0.4276,0,3,Talking
82.0224,70.0019,11.0928,22.1324,20.4006,15.9432,0,0.2225,0.3605,1,4,Using Phone
89.4004,77.2532,10.5269,3.3299,1.3918,1.9187,0.0022,0.6852,0.3492,0,0,Attentive
90.6193,90.5574,20.6755,33.8246,-2.9487,-26.6311,0.0634,0.4931,0.3878,0,1,Distracted
65.7409,95.5276,10.2366,18.9597,37.1728,9.6432,0.0288,0.2901,0.3422,1,4,Using Phone
64.7391,69.3702,30.0899,27.7789,43.1831,13.6315,0.036,0.1863,0.3243,1,4,Using Phone
84.3947,100.7803,3.0701,12.5279,13.9347,13.6287,0.0379,0.6893,0.3728,0,0,Attentive
87.2208,87.5298,26.149,15.7297,13.5798,-6.6948,0.0175,0.2241,0.3176,1,4,Using Phone
52.3027,68.0258,18.1426,28.9345,28.1872,1.5498,0.0288,0.2654,0.3056,1,4,Using Phone
110.2942,88.5175,17.1135,10.4565,-2.587,-21.8184,0.2331,0.5569,0.2925,0,3,Talking
74.427,70.7573,14.343,28.1859,36.8534,10.2594,0.0022,0.2218,0.2915,1,4,Using Phone
98.7647,73.4929,17.5409,25.2844,3.1514,41.7182,0.0936,0.6873,0.2917,0,1,Distracted
68.0947,97.1082,7.2147,25.9143,2.7073,8.0289,0.1515,0.6478,0.3343,0,3,Talking
101.1888,85.0544,9.0498,8.2128,3.9176,8.2371,0,0.7727,0.293,0,0,Attentive
82.1729,108.8549,8.1743,5.6121,12.1679,-27.5741,0.2459,0.6163,0.3325,0,3,Talking
118.1934,81.9094,20.0802,14.4904,27.5122,3.2201,0.0601,0.391,0.2535,0,2,Looking Down
65.8678,63.3817,25.4235,35.6436,20.8089,9.2948,0.1033,0.2726,0.363,1,4,Using Phone
82.7979,94.7159,11.0883,19.6828,-1.3113,-32.657,0.2407,0.5704,0.3265,0,3,Talking
83.901,88.1237,9.4839,11.3268,1.5034,-14.6329,0.046,0.7638,0.387,0,0,Attentive
64.9972,57.5079,29.6675,23.8518,10.6781,27.852,0.0394,0.1973,0.3464,1,4,Using Phone
97.6233,94.7648,28.3849,11.4518,32.7633,-3.0735,0.0171,0.6069,0.3468,0,2,Looking Down
87.3978,88.3324,16.398,13.952,31.7914,-15.5722,0.0065,0.5231,0.2929,0,2,Looking Down
79.8323,78.6065,7.5863,5.2334,5.736,9.7481,0.0597,0.6298,0.3383,0,0,Attentive
95.7117,62.7389,20.5703,5,16.1396,33.0675,0,0.4521,0.4236,0,1,Distracted
82.0159,68.9233,21.7787,20.9438,20.9136,9.612,0.0877,0.3381,0.348,1,4,Using Phone
93.653,109.3312,8.3299,21.8811,18,-2.1371,0.0532,0.3583,0.288,0,2,Looking Down
95.961,63.7882,15.756,10.7771,4.1349,-38.3452,0.0874,0.7402,0.3249,0,1,Distracted
61.9676,91.0169,24.3226,12.683,12.4425,10.3491,0.0542,0.3382,0.2985,1,4,Using Phone
95.6593,99.2453,16.417,25.2651,26.8377,12.7437,0.084,0.3287,0.3328,0,2,Looking Down
40,66.5261,32.3535,16.5253,27.7314,19.2459,0,0.2109,0.225,1,4,Using Phone
80.6893,76.9316,0.1869,11.7483,-4.3888,0.5721,0.0421,0.7043,0.3379,0,0,Attentive
89.2655,85.6712,42.9033,28.4643,-1.7845,-19.9149,0.0419,0.4204,0.3235,0,1,Distracted
78.9617,84.4542,16.4549,12.2099,-3.224,-11.7235,0.2925,0.6396,0.3745,0,3,Talking
93.3003,80.9199,8.6506,5.1062,2.3342,2.2638,0.0727,0.5762,0.3848,0,0,Attentive
79.7149,87.3045,10.3924,27.5675,0.8671,-15,0.0712,0.3325,0.2525,0,1,Distracted
93.0492,89.4473,19.6361,11.1768,-5.4868,23.784,0.2943,0.5305,0.3829,0,3,Talking
77.1556,69.3833,30.0216,22.6718,16.6791,5.3315,0.1113,0.2335,0.2606,1,4,Using Phone
83.476,87.5925,4.2615,10.426,-12.9468,-1.1214,0.0011,0.7465,0.3811,0,0,Attentive
100.7163,101.2742,14.8975,19.5373,39.0223,0.9118,0.0162,0.326,0.312,0,2,Looking Down
81.9597,94.4035,4.8181,13.6663,4.7482,20.6166,0.2293,0.6596,0.3048,0,3,Talking
61.6756,80.5512,18.1911,15.2222,24.1961,8.5366,0.0127,0.2582,0.3586,1,4,Using Phone
96.6179,92.3575,32.3404,8.641,30.9158,-0.8682,0.0648,0.3917,0.2597,0,2,Looking Down
74.5207,83.9324,13.2808,20.9426,5.5782,15,0.0288,0.7351,0.3843,0,1,Distracted
88.005,55.1866,35.1441,18.2419,6.27,38.8721,0.0357,0.4992,0.3527,0,1,Distracted
88.4305,90.5448,10.8822,8.1649,0.0345,0.5169,0.0178,0.4163,0.3675,0,0,Attentive
68.695,46.5989,29.941,34.7788,18.9285,8.919,0.0451,0.2309,0.3385,1,4,Using Phone
91.7931,79.9535,13.9402,2,4.3465,20.7969,0.228,0.3821,0.2994,0,3,Talking
76.4746,91.4353,9.0868,9.3254,-2.6343,17.3767,0.2766,0.7405,0.321,0,3,Talking
84.4772,98.8133,10.7176,30.0041,1.4604,19.1759,0.1382,0.643,0.2708,0,3,Talking
75.8292,87.4211,6.2286,9.6793,6.9726,1.9281,0.0627,0.7791,0.3681,0,0,Attentive
79.1752,51.1014,23.0455,37.0667,33.3333,16.8075,0.0661,0.3193,0.4167,1,4,Using Phone
95.2251,61.5325,14.0984,30.5947,8.9712,49.9008,0.1072,0.7144,0.2706,0,1,Distracted
60.8721,74.9429,5.2789,16.6828,-2.2225,-34.7112,0.0647,0.4714,0.384,0,1,Distracted
81.4556,81.1641,11.4829,12.3159,6.1838,1.8679,0.101,0.7357,0.3576,0,0,Attentive
78.261,85.6055,34.6777,13.9367,2.2819,27.7793,0.0915,0.544,0.2,0,1,Distracted
61.4769,90.2472,10.9737,9.9065,2.6689,6.7447,0.0784,0.5882,0.3663,0,0,Attentive
109.1848,112.881,23.9895,5,28.7566,-9.2457,0.0339,0.4784,0.3422,0,2,Looking Down
93.5718,94.6648,22.5828,10.7581,-2.6567,15.5394,0.1619,0.6652,0.3035,0,3,Talking
92.5795,91.9974,13.1673,16.1213,13.9697,2.4485,0.0597,0.186,0.4229,1,4,Using Phone
83.6594,90.144,2,11.8524,7.5834,-14.8768,0.192,0.5367,0.3901,0,3,Talking
107.3539,94.9422,30.1776,24.7053,24.3482,0.2581,0.0132,0.3854,0.3078,0,2,Looking Down
82.2108,82.2059,8.3918,20.3837,7.2916,2.5802,0.0809,0.6691,0.3396,0,0,Attentive
117.0215,55.4762,5,21.0009,5.1256,-27.6239,0.0421,0.5799,0.3584,0,1,Distracted
92.6671,85.4133,11.1454,15.3716,6.346,5.4241,0.0411,0.755,0.3628,0,0,Attentive
90.2277,60.3779,23.1647,22.155,-10,-34.3916,0.059,0.7202,0.2852,0,1,Distracted
109.6529,71.7606,25.4998,35.0805,15.4935,15,0.0499,0.5655,0.3645,0,1,Distracted
95.5013,109.3768,18.9663,19.4653,8.2204,-31.6777,0.2926,0.6552,0.3862,0,3,Talking
100.2415,110.7004,14.6209,22.692,18,3.2567,0.0986,0.3204,0.2996,0,2,Looking Down
102.1516,90.0714,0,10.9323,1.0293,5.1146,0.0262,0.6408,0.3702,0,0,Attentive
103.7961,53.0961,6.4407,8.5906,-1.9183,20.6901,0.2374,0.6515,0.3738,0,3,Talking
85.2315,93.6754,12.7838,29.3837,9.8941,-19.3575,0.232,0.7356,0.3732,0,3,Talking
81.7352,77.0335,13.2557,14.2923,3.5923,0.2294,0.0065,0.626,0.348,0,0,Attentive
58.6309,66.9501,15.756,8,30.216,9.97,0.0979,0.2714,0.3258,1,4,Using Phone
88.0639,86.1301,0,13.841,6.2924,3.0496,0.15,0.4833,0.419,0,0,Attentive
61.9242,60.6455,28.2117,37.1522,22.0893,13.3967,0.0404,0.1274,0.3787,1,4,Using Phone
107.3592,113.6533,8.6292,34.0183,18,-6.1501,0.0262,0.4465,0.3387,0,2,Looking Down
56.589,88.5717,10.7029,16.9318,20.0251,-2.4835,0.0834,0.2714,0.317,1,4,Using Phone
69.2272,40,26.9787,22.5935,14.1324,12.5258,0.0852,0.1914,0.3022,1,4,Using Phone
78.1132,67.4143,29.5038,23.8433,36.5869,10.6457,0.1202,0.2411,0.3315,1,4,Using Phone
122.184,84.3083,22.1893,32.5348,34.7927,1.4054,0.0109,0.2895,0.3608,0,2,Looking Down
40,73.0224,21.6665,23.2332,14.741,8.8145,0.0918,0.1932,0.3786,1,4,Using Phone
83.1399,89.5531,12.5282,15.2159,-1.1003,26.8694,0.3054,0.6093,0.2945,0,3,Talking
80.1412,84.3822,12.1292,12.091,-5.6561,6.3836,0.0576,0.7608,0.3678,0,0,Attentive
81.7754,100.9324,5.8397,7.2494,4.1178,5.0444,0.0562,0.5466,0.3287,0,0,Attentive
99.2833,99.5754,21.0505,24.4932,-7.1513,-15,0.0755,0.5905,0.3143,0,1,Distracted
83.5293,79.8238,10.3866,19.1971,-2.163,13.1626,0.1,0.5965,0.3065,0,3,Talking
103.575,103.1509,14.5975,11.6716,-0.983,16.0715,0.194,0.6643,0.3668,0,3,Talking
82.0036,69.839,15.0037,14.1606,-10,16.9823,0.0677,0.4652,0.3408,0,1,Distracted
93.8813,102.186,27.135,10.1839,24.5608,1.4797,0.112,0.3309,0.4116,0,2,Looking Down
64.0828,66.318,25.0411,28.147,20.5556,1.7628,0.0081,0.3758,0.2948,1,4,Using Phone
70.3465,76.5895,17.4872,19.2885,4.3794,-7.4343,0.1129,0.7776,0.3772,0,0,Attentive
99.9079,110.2231,27.3189,20.5263,25.1934,6.2376,0.0382,0.3302,0.2932,0,2,Looking Down
76.8078,82.7615,5.1773,12.5298,0.6304,12.9903,0.0857,0.667,0.3911,0,0,Attentive
70.1868,86.571,18.0089,9.6445,8.9431,35.0032,0.036,0.7166,0.2567,0,1,Distracted
99.0547,95.6192,20.8774,31.4966,-2.7183,-20.0244,0.031,0.6314,0.3221,0,1,Distracted
88.7309,92.8987,9.6202,8.4008,5.9105,-5.0109,0.1127,0.5214,0.3574,0,0,Attentive
66.6245,68.5776,20.8858,32.1986,16.2369,5.5568,0.0287,0.2855,0.3203,1,4,Using Phone
119.0895,101.4476,28.3522,24.6707,26.518,-11.2717,0.0483,0.2806,0.3818,0,2,Looking Down
85.168,90.4556,8.4487,11.6208,4.2191,0.582,0.0679,0.5845,0.4337,0,0,Attentive
73.0018,81.0878,20.5961,10.8539,26.6759,2.4722,0.0084,0.1409,0.364,1,4,Using Phone
101.6758,100.7803,26.5062,13.2492,18,1.2546,0.0484,0.5192,0.2792,0,2,Looking Down
71.8582,73.4717,34.1346,19.0869,20.2402,23.0768,0.0441,0.144,0.3132,1,4,Using Phone
91.7009,81.8849,16.4944,21.1713,3.289,36.6438,0.0768,0.6221,0.2765,0,1,Distracted
110.2402,94.0697,22.2708,27.7,39.3248,-0.4707,0.0334,0.4153,0.284,0,2,Looking Down
85.0828,74.5053,4.6744,8.4739,1.3429,-1.1218,0.0517,0.6924,0.3472,0,0,Attentive
90.6636,87.0627,17.2769,34.0413,25.1303,4.7632,0.0436,0.1774,0.3415,1,4,Using Phone
88.1574,75.4329,12.223,15.9832,1.3413,-0.8041,0.0504,0.5872,0.3759,0,0,Attentive
118.5527,108.5477,11.3424,4.8423,0.5631,10.4241,0.2471,0.5255,0.3471,0,3,Talking
94.5161,83.1013,20.6166,28.4456,21.2228,-4.9814,0.0551,0.497,0.2703,0,2,Looking Down
97.8803,64.2449,12.1059,21.6479,4.6468,8.4279,0.1,0.5907,0.3471,0,3,Talking
50,78.159,14.0922,34.7414,5.1548,-15,0.058,0.4954,0.3637,0,1,Distracted
90.4315,83.904,7.403,8.2955,7.5699,0.4629,0.0322,0.6367,0.3531,0,0,Attentive
88.1691,68.1323,16.7251,19.0353,-5.7844,-16.4238,0.0809,0.6322,0.3484,0,1,Distracted
98.4736,105.6738,5,21.3291,20.8021,2.5948,0.0089,0.3316,0.3191,0,2,Looking Down
119.2938,74.0835,12.0096,25.3344,14.337,-24.7234,0.1111,0.7083,0.2862,0,1,Distracted
73.6715,85.552,29.6098,16.9321,10,12.4901,0.0341,0.1612,0.2893,1,4,Using Phone
79.699,89.5648,6.1837,0.9756,-4.7653,0.2885,0.0578,0.5777,0.3755,0,0,Attentive
94.5854,98.4304,22.3426,5,18,-5.0951,0.0462,0.3809,0.3891,0,2,Looking Down
95.3253,87.5751,12.4236,12.1469,-0.6691,-24.3003,0.1812,0.6877,0.3508,0,3,Talking
78.9393,62.4872,5,19.1938,3.1782,-33.5859,0.004,0.448,0.3625,0,1,Distracted
118.0738,94.7338,10.8875,5,22.1539,-0.9093,0.088,0.4539,0.3422,0,2,Looking Down
98.8885,40,12.9609,18.0938,10.0666,-25.2716,0.0038,0.5015,0.3499,0,1,Distracted
76.1638,75.1104,6.1716,18.0989,-6.49,33.3271,0.0887,0.427,0.4067,0,1,Distracted
70.1368,89.826,11.4908,13.1933,11.3487,2.2057,0.0544,0.5795,0.3215,0,0,Attentive
102.0238,108.1163,19.6985,21.8709,39.3199,5.0025,0.0349,0.5082,0.2354,0,2,Looking Down
96.5432,105.1723,19.0915,19.5532,26.9809,10.7588,0.018,0.3408,0.4148,0,2,Looking Down
102.1705,94.1015,14.9836,5.8555,30.1564,-0.422,0.0596,0.4055,0.3247,0,2,Looking Down
84.5144,66.5209,17.9613,31.6222,28.4187,10.8059,0.1153,0.1937,0.304,1,4,Using Phone
67.0431,99.4446,15.0186,20.0584,-10,-19.5425,0.0184,0.5392,0.3331,0,1,Distracted
84.9718,95.0045,20.1829,19.6892,4.769,-16.4342,0.2523,0.5438,0.3162,0,3,Talking
80.0421,81.0128,11.7662,19.9425,8.7555,17.2158,0.2151,0.6571,0.3727,0,3,Talking
101.2374,94.5827,12.2174,19.6995,34.5581,-2.5934,0,0.5015,0.3376,0,2,Looking Down
86.1271,70.8525,11.6158,9.262,2.2038,-9.5682,0.0654,0.6074,0.3032,0,0,Attentive
86.0601,69.9542,25.6824,25.6999,-4.435,27.0671,0.0869,0.7528,0.3844,0,1,Distracted
93.4976,75.8777,9.1078,31.6613,10,13.616,0,0.192,0.3254,1,4,Using Phone
98.4969,84.3022,2.4479,14.6618,-6.2222,35.4738,0.1621,0.6071,0.3603,0,3,Talking
89.0604,78.6469,15.6461,32.8527,3.3972,27.7821,0.1058,0.5223,0.4179,0,1,Distracted
92.9106,82.8889,5.0035,8.6435,5.7182,-26.5849,0.2357,0.684,0.3783,0,3,Talking
85.6721,92.9018,8.971,12.505,-6.1511,-16.4417,0.2017,0.6439,0.3251,0,3,Talking
88.5733,70.0044,15.5169,9.6176,7.114,-24.516,0.0898,0.6094,0.3319,0,1,Distracted
93.307,72.8452,0,7.7442,8.3104,7.2016,0.0361,0.6171,0.3962,0,0,Attentive
78.7736,86.5668,5.1081,12.0413,-5.2155,6.1749,0.0642,0.6705,0.3893,0,0,Attentive
100.8096,83.8241,2,13.6757,2.0628,16.2006,0.1824,0.6374,0.3526,0,3,Talking
96.6942,102.1874,9.4864,21.1091,33.9849,4.1293,0.072,0.338,0.3087,0,2,Looking Down
88.0945,93.7278,20.0614,15.1185,6.4959,6.2705,0.0543,0.6519,0.3359,0,0,Attentive
92.1551,110.9848,29.7817,6.6503,39.0634,16.4834,0.0476,0.4479,0.3715,0,2,Looking Down
72.9463,76.7027,29.7255,13.7281,28.5927,12.4252,0.0309,0.175,0.3266,1,4,Using Phone
93.2568,82.8531,29.5138,25.338,29.7743,10.9146,0.0599,0.3342,0.2884,0,2,Looking Down
78.7581,67.8481,26.6143,21.8181,17.324,20.706,0,0.2726,0.3152,1,4,Using Phone
85.7662,73.016,20.4984,10.4363,2.3998,29.8415,0.2505,0.4897,0.2792,0,3,Talking
101.1347,102.8379,28.091,11.5056,-1.3109,24.2677,0.2625,0.6821,0.4256,0,3,Talking
60.7243,83.1649,13.4368,22.1482,24.8962,10.4347,0.0729,0.1289,0.4061,1,4,Using Phone
104.9559,91.9103,8.9612,15.4093,14.5287,23.2378,0,0.46,0.3275,0,1,Distracted
69.0018,76.7941,32.7351,27.5814,30.8447,7.6267,0.0201,0.2161,0.3482,1,4,Using Phone
87.055,103.667,10.0068,13.1664,-10,-31.8781,0.1558,0.6462,0.3459,0,3,Talking
93.1048,95.9707,17.4632,13.5725,34.5698,11.1251,0.0541,0.4083,0.2905,0,2,Looking Down
50,79.1863,20.3325,8.4746,-2.828,-58.0626,0.0478,0.6731,0.3075,0,1,Distracted
60.2514,81.39,15.3059,30.4147,13.3511,16.5884,0.0505,0.3,0.3857,1,4,Using Phone
94.8124,102.7808,12.581,30.3075,24.9258,9.0308,0.033,0.4162,0.3102,0,2,Looking Down
105.2331,98.7789,13.8546,22.3107,20,18.9212,0.1413,0.5731,0.375,0,3,Talking
61.4101,71.5212,31.0266,14.3134,36.7813,12.4694,0.064,0.2142,0.3408,1,4,Using Phone
94.8516,79.5426,18.0164,16.1603,25.8722,3.335,0.0598,0.4186,0.3698,0,2,Looking Down
74.6935,87.3417,10.7276,6.9294,5.8459,9.5318,0.0709,0.5587,0.3455,0,0,Attentive
58.4832,50.0357,29.4562,38.9521,14.0316,19.7776,0.0513,0.1399,0.2947,1,4,Using Phone
52.6371,107.2568,18.437,17.3088,2.6293,-19.3074,0.1842,0.6693,0.2977,0,3,Talking
79.7198,105.59,22.6478,18.6571,0.3084,-10.9455,0.1845,0.7438,0.3249,0,3,Talking
100.6986,95.2787,5,23.7639,45.7788,3.714,0.0583,0.4458,0.3459,0,2,Looking Down
108.1171,96.7124,23.8122,15.6628,-1.8433,-17.5371,0.1717,0.7447,0.3816,0,3,Talking
101.7474,77.2956,19.5029,21.8279,29.3107,-4.5046,0.0116,0.4904,0.3312,0,2,Looking Down
91.2671,82.9877,7.0124,17.1118,15.4334,5.8731,0.0526,0.5853,0.3168,0,0,Attentive
88.9504,76.5867,15.7318,13.9872,13.0323,21.9777,0.1096,0.5188,0.3522,0,3,Talking
74.9474,62.6068,31.7962,18.0661,23.2308,5.8234,0.0866,0.1794,0.3259,1,4,Using Phone
116.9683,102.6201,27.7435,14.2572,36.3669,5.2351,0.0487,0.5053,0.3084,0,2,Looking Down
94.009,77.5211,16.3971,23.2548,38.1231,-9.3747,0.0708,0.3482,0.3445,0,2,Looking Down
77.7209,91.3816,13.6168,11.3131,10.7931,40.4891,0.1635,0.48,0.3749,0,1,Distracted
67.2654,89.022,0,5.1717,14.775,-3.4907,0.0148,0.6342,0.4327,0,0,Attentive
82.9602,97.0319,0,15.4575,12.4765,-12.4403,0.0397,0.6203,0.2937,0,0,Attentive
81.5164,67.9303,23.7473,20.738,-0.1333,-44.9842,0.0258,0.6036,0.3726,0,1,Distracted
